sequence,unit_id,corpus,model,protocol,seed,outer_fold,status,reason,n_expected_predictions,n_observed_predictions
956,cremad__resnet_se__loso__s2__f032,cremad,resnet_se,loso,2,32,success,,82,82
957,cremad__resnet_se__loso__s2__f033,cremad,resnet_se,loso,2,33,success,,82,82
958,cremad__resnet_se__loso__s2__f034,cremad,resnet_se,loso,2,34,success,,82,82
959,cremad__resnet_se__loso__s2__f035,cremad,resnet_se,loso,2,35,success,,82,82
960,cremad__resnet_se__loso__s2__f036,cremad,resnet_se,loso,2,36,success,,82,82
961,cremad__resnet_se__loso__s2__f037,cremad,resnet_se,loso,2,37,success,,82,82
962,cremad__resnet_se__loso__s2__f038,cremad,resnet_se,loso,2,38,success,,82,82
963,cremad__resnet_se__loso__s2__f039,cremad,resnet_se,loso,2,39,success,,82,82
964,cremad__resnet_se__loso__s2__f040,cremad,resnet_se,loso,2,40,success,,82,82
965,cremad__resnet_se__loso__s2__f041,cremad,resnet_se,loso,2,41,success,,82,82
966,cremad__resnet_se__loso__s2__f042,cremad,resnet_se,loso,2,42,success,,82,82
967,cremad__resnet_se__loso__s2__f043,cremad,resnet_se,loso,2,43,success,,82,82
968,cremad__resnet_se__loso__s2__f044,cremad,resnet_se,loso,2,44,success,,82,82
969,cremad__resnet_se__loso__s2__f045,cremad,resnet_se,loso,2,45,success,,82,82
970,cremad__resnet_se__loso__s2__f046,cremad,resnet_se,loso,2,46,success,,82,82
971,cremad__resnet_se__loso__s2__f047,cremad,resnet_se,loso,2,47,success,,82,82
972,cremad__resnet_se__loso__s2__f048,cremad,resnet_se,loso,2,48,success,,82,82
973,cremad__resnet_se__loso__s2__f049,cremad,resnet_se,loso,2,49,success,,82,82
974,cremad__resnet_se__loso__s2__f050,cremad,resnet_se,loso,2,50,success,,82,82
975,cremad__resnet_se__loso__s2__f051,cremad,resnet_se,loso,2,51,success,,82,82
976,cremad__resnet_se__loso__s2__f052,cremad,resnet_se,loso,2,52,success,,82,82
977,cremad__resnet_se__loso__s2__f053,cremad,resnet_se,loso,2,53,success,,82,82
978,cremad__resnet_se__loso__s2__f054,cremad,resnet_se,loso,2,54,success,,82,82
979,cremad__resnet_se__loso__s2__f055,cremad,resnet_se,loso,2,55,success,,82,82
980,cremad__resnet_se__loso__s2__f056,cremad,resnet_se,loso,2,56,success,,82,82
981,cremad__resnet_se__loso__s2__f057,cremad,resnet_se,loso,2,57,success,,82,82
982,cremad__resnet_se__loso__s2__f058,cremad,resnet_se,loso,2,58,success,,82,82
983,cremad__resnet_se__loso__s2__f059,cremad,resnet_se,loso,2,59,success,,82,82
984,cremad__resnet_se__loso__s2__f060,cremad,resnet_se,loso,2,60,success,,82,82
985,cremad__resnet_se__loso__s2__f061,cremad,resnet_se,loso,2,61,success,,82,82
986,cremad__resnet_se__loso__s2__f062,cremad,resnet_se,loso,2,62,success,,82,82
987,cremad__resnet_se__loso__s2__f063,cremad,resnet_se,loso,2,63,success,,82,82
988,cremad__resnet_se__loso__s2__f064,cremad,resnet_se,loso,2,64,success,,82,82
989,cremad__resnet_se__loso__s2__f065,cremad,resnet_se,loso,2,65,success,,82,82
990,cremad__resnet_se__loso__s2__f066,cremad,resnet_se,loso,2,66,success,,82,82
991,cremad__resnet_se__loso__s2__f067,cremad,resnet_se,loso,2,67,success,,82,82
992,cremad__resnet_se__loso__s2__f068,cremad,resnet_se,loso,2,68,success,,82,82
993,cremad__resnet_se__loso__s2__f069,cremad,resnet_se,loso,2,69,success,,82,82
994,cremad__resnet_se__loso__s2__f070,cremad,resnet_se,loso,2,70,success,,82,82
995,cremad__resnet_se__loso__s2__f071,cremad,resnet_se,loso,2,71,success,,82,82
996,cremad__resnet_se__loso__s2__f072,cremad,resnet_se,loso,2,72,success,,82,82
997,cremad__resnet_se__loso__s2__f073,cremad,resnet_se,loso,2,73,success,,82,82
998,cremad__resnet_se__loso__s2__f074,cremad,resnet_se,loso,2,74,success,,82,82
999,cremad__resnet_se__loso__s2__f075,cremad,resnet_se,loso,2,75,success,,81,81
1000,cremad__resnet_se__loso__s2__f076,cremad,resnet_se,loso,2,76,success,,82,82
1001,cremad__resnet_se__loso__s2__f077,cremad,resnet_se,loso,2,77,success,,82,82
1002,cremad__resnet_se__loso__s2__f078,cremad,resnet_se,loso,2,78,success,,82,82
1003,cremad__resnet_se__loso__s2__f079,cremad,resnet_se,loso,2,79,success,,82,82
1004,cremad__resnet_se__loso__s2__f080,cremad,resnet_se,loso,2,80,success,,82,82
1005,cremad__resnet_se__loso__s2__f081,cremad,resnet_se,loso,2,81,success,,82,82
1006,cremad__resnet_se__loso__s2__f082,cremad,resnet_se,loso,2,82,success,,82,82
1007,cremad__resnet_se__loso__s2__f083,cremad,resnet_se,loso,2,83,success,,82,82
1008,cremad__resnet_se__loso__s2__f084,cremad,resnet_se,loso,2,84,success,,82,82
1009,cremad__resnet_se__loso__s2__f085,cremad,resnet_se,loso,2,85,success,,82,82
1010,cremad__resnet_se__loso__s2__f086,cremad,resnet_se,loso,2,86,success,,82,82
1011,cremad__resnet_se__loso__s2__f087,cremad,resnet_se,loso,2,87,success,,82,82
1012,cremad__resnet_se__loso__s2__f088,cremad,resnet_se,loso,2,88,success,,82,82
1013,cremad__resnet_se__loso__s2__f089,cremad,resnet_se,loso,2,89,success,,82,82
1014,cremad__resnet_se__loso__s2__f090,cremad,resnet_se,loso,2,90,success,,82,82
1015,cremad__transformer__random__s0__f000,cremad,transformer,random,0,0,success,,1489,1489
1016,cremad__transformer__random__s0__f001,cremad,transformer,random,0,1,success,,1489,1489
1017,cremad__transformer__random__s0__f002,cremad,transformer,random,0,2,success,,1488,1488
1018,cremad__transformer__random__s0__f003,cremad,transformer,random,0,3,success,,1488,1488
1019,cremad__transformer__random__s0__f004,cremad,transformer,random,0,4,success,,1488,1488
1020,cremad__transformer__random__s1__f000,cremad,transformer,random,1,0,success,,1489,1489
1021,cremad__transformer__random__s1__f001,cremad,transformer,random,1,1,success,,1489,1489
1022,cremad__transformer__random__s1__f002,cremad,transformer,random,1,2,success,,1488,1488
1023,cremad__transformer__random__s1__f003,cremad,transformer,random,1,3,success,,1488,1488
1024,cremad__transformer__random__s1__f004,cremad,transformer,random,1,4,success,,1488,1488
1025,cremad__transformer__random__s2__f000,cremad,transformer,random,2,0,success,,1489,1489
1026,cremad__transformer__random__s2__f001,cremad,transformer,random,2,1,success,,1489,1489
1027,cremad__transformer__random__s2__f002,cremad,transformer,random,2,2,success,,1488,1488
1028,cremad__transformer__random__s2__f003,cremad,transformer,random,2,3,success,,1488,1488
1029,cremad__transformer__random__s2__f004,cremad,transformer,random,2,4,success,,1488,1488
1030,cremad__transformer__groupkfold__s0__f000,cremad,transformer,groupkfold,0,0,success,,1476,1476
1031,cremad__transformer__groupkfold__s0__f001,cremad,transformer,groupkfold,0,1,success,,1475,1475
1032,cremad__transformer__groupkfold__s0__f002,cremad,transformer,groupkfold,0,2,success,,1475,1475
1033,cremad__transformer__groupkfold__s0__f003,cremad,transformer,groupkfold,0,3,success,,1546,1546
1034,cremad__transformer__groupkfold__s0__f004,cremad,transformer,groupkfold,0,4,success,,1470,1470
1035,cremad__transformer__groupkfold__s1__f000,cremad,transformer,groupkfold,1,0,success,,1476,1476
1036,cremad__transformer__groupkfold__s1__f001,cremad,transformer,groupkfold,1,1,success,,1475,1475
1037,cremad__transformer__groupkfold__s1__f002,cremad,transformer,groupkfold,1,2,success,,1475,1475
1038,cremad__transformer__groupkfold__s1__f003,cremad,transformer,groupkfold,1,3,success,,1546,1546
1039,cremad__transformer__groupkfold__s1__f004,cremad,transformer,groupkfold,1,4,success,,1470,1470
1040,cremad__transformer__groupkfold__s2__f000,cremad,transformer,groupkfold,2,0,success,,1476,1476
1041,cremad__transformer__groupkfold__s2__f001,cremad,transformer,groupkfold,2,1,success,,1475,1475
1042,cremad__transformer__groupkfold__s2__f002,cremad,transformer,groupkfold,2,2,success,,1475,1475
1043,cremad__transformer__groupkfold__s2__f003,cremad,transformer,groupkfold,2,3,success,,1546,1546
1044,cremad__transformer__groupkfold__s2__f004,cremad,transformer,groupkfold,2,4,success,,1470,1470
1045,cremad__transformer__loso__s0__f000,cremad,transformer,loso,0,0,success,,82,82
1046,cremad__transformer__loso__s0__f001,cremad,transformer,loso,0,1,success,,81,81
1047,cremad__transformer__loso__s0__f002,cremad,transformer,loso,0,2,success,,82,82
1048,cremad__transformer__loso__s0__f003,cremad,transformer,loso,0,3,success,,82,82
1049,cremad__transformer__loso__s0__f004,cremad,transformer,loso,0,4,success,,82,82
1050,cremad__transformer__loso__s0__f005,cremad,transformer,loso,0,5,success,,82,82
1051,cremad__transformer__loso__s0__f006,cremad,transformer,loso,0,6,success,,82,82
1052,cremad__transformer__loso__s0__f007,cremad,transformer,loso,0,7,success,,76,76
1053,cremad__transformer__loso__s0__f008,cremad,transformer,loso,0,8,success,,76,76
1054,cremad__transformer__loso__s0__f009,cremad,transformer,loso,0,9,success,,82,82
1055,cremad__transformer__loso__s0__f010,cremad,transformer,loso,0,10,success,,82,82
1056,cremad__transformer__loso__s0__f011,cremad,transformer,loso,0,11,success,,82,82
1057,cremad__transformer__loso__s0__f012,cremad,transformer,loso,0,12,success,,82,82
1058,cremad__transformer__loso__s0__f013,cremad,transformer,loso,0,13,success,,82,82
1059,cremad__transformer__loso__s0__f014,cremad,transformer,loso,0,14,success,,82,82
1060,cremad__transformer__loso__s0__f015,cremad,transformer,loso,0,15,success,,82,82
1061,cremad__transformer__loso__s0__f016,cremad,transformer,loso,0,16,success,,82,82
1062,cremad__transformer__loso__s0__f017,cremad,transformer,loso,0,17,success,,82,82
1063,cremad__transformer__loso__s0__f018,cremad,transformer,loso,0,18,success,,76,76
1064,cremad__transformer__loso__s0__f019,cremad,transformer,loso,0,19,success,,82,82
1065,cremad__transformer__loso__s0__f020,cremad,transformer,loso,0,20,success,,82,82
1066,cremad__transformer__loso__s0__f021,cremad,transformer,loso,0,21,success,,82,82
1067,cremad__transformer__loso__s0__f022,cremad,transformer,loso,0,22,success,,82,82
1068,cremad__transformer__loso__s0__f023,cremad,transformer,loso,0,23,success,,82,82
1069,cremad__transformer__loso__s0__f024,cremad,transformer,loso,0,24,success,,82,82
1070,cremad__transformer__loso__s0__f025,cremad,transformer,loso,0,25,success,,82,82
1071,cremad__transformer__loso__s0__f026,cremad,transformer,loso,0,26,success,,82,82
1072,cremad__transformer__loso__s0__f027,cremad,transformer,loso,0,27,success,,82,82
1073,cremad__transformer__loso__s0__f028,cremad,transformer,loso,0,28,success,,82,82
1074,cremad__transformer__loso__s0__f029,cremad,transformer,loso,0,29,success,,82,82
1075,cremad__transformer__loso__s0__f030,cremad,transformer,loso,0,30,success,,82,82
1076,cremad__transformer__loso__s0__f031,cremad,transformer,loso,0,31,success,,82,82
1077,cremad__transformer__loso__s0__f032,cremad,transformer,loso,0,32,success,,82,82
1078,cremad__transformer__loso__s0__f033,cremad,transformer,loso,0,33,success,,82,82
1079,cremad__transformer__loso__s0__f034,cremad,transformer,loso,0,34,success,,82,82
1080,cremad__transformer__loso__s0__f035,cremad,transformer,loso,0,35,success,,82,82
1081,cremad__transformer__loso__s0__f036,cremad,transformer,loso,0,36,success,,82,82
1082,cremad__transformer__loso__s0__f037,cremad,transformer,loso,0,37,success,,82,82
1083,cremad__transformer__loso__s0__f038,cremad,transformer,loso,0,38,success,,82,82
1084,cremad__transformer__loso__s0__f039,cremad,transformer,loso,0,39,success,,82,82
1085,cremad__transformer__loso__s0__f040,cremad,transformer,loso,0,40,success,,82,82
1086,cremad__transformer__loso__s0__f041,cremad,transformer,loso,0,41,success,,82,82
1087,cremad__transformer__loso__s0__f042,cremad,transformer,loso,0,42,success,,82,82
1088,cremad__transformer__loso__s0__f043,cremad,transformer,loso,0,43,success,,82,82
1089,cremad__transformer__loso__s0__f044,cremad,transformer,loso,0,44,success,,82,82
1090,cremad__transformer__loso__s0__f045,cremad,transformer,loso,0,45,success,,82,82
1091,cremad__transformer__loso__s0__f046,cremad,transformer,loso,0,46,success,,82,82
1092,cremad__transformer__loso__s0__f047,cremad,transformer,loso,0,47,success,,82,82
1093,cremad__transformer__loso__s0__f048,cremad,transformer,loso,0,48,success,,82,82
1094,cremad__transformer__loso__s0__f049,cremad,transformer,loso,0,49,success,,82,82
1095,cremad__transformer__loso__s0__f050,cremad,transformer,loso,0,50,success,,82,82
1096,cremad__transformer__loso__s0__f051,cremad,transformer,loso,0,51,success,,82,82
1097,cremad__transformer__loso__s0__f052,cremad,transformer,loso,0,52,success,,82,82
1098,cremad__transformer__loso__s0__f053,cremad,transformer,loso,0,53,success,,82,82
1099,cremad__transformer__loso__s0__f054,cremad,transformer,loso,0,54,success,,82,82
1100,cremad__transformer__loso__s0__f055,cremad,transformer,loso,0,55,success,,82,82
1101,cremad__transformer__loso__s0__f056,cremad,transformer,loso,0,56,success,,82,82
1102,cremad__transformer__loso__s0__f057,cremad,transformer,loso,0,57,success,,82,82
1103,cremad__transformer__loso__s0__f058,cremad,transformer,loso,0,58,success,,82,82
1104,cremad__transformer__loso__s0__f059,cremad,transformer,loso,0,59,success,,82,82
1105,cremad__transformer__loso__s0__f060,cremad,transformer,loso,0,60,success,,82,82
1106,cremad__transformer__loso__s0__f061,cremad,transformer,loso,0,61,success,,82,82
1107,cremad__transformer__loso__s0__f062,cremad,transformer,loso,0,62,success,,82,82
1108,cremad__transformer__loso__s0__f063,cremad,transformer,loso,0,63,success,,82,82
1109,cremad__transformer__loso__s0__f064,cremad,transformer,loso,0,64,success,,82,82
1110,cremad__transformer__loso__s0__f065,cremad,transformer,loso,0,65,success,,82,82
1111,cremad__transformer__loso__s0__f066,cremad,transformer,loso,0,66,success,,82,82
1112,cremad__transformer__loso__s0__f067,cremad,transformer,loso,0,67,success,,82,82
1113,cremad__transformer__loso__s0__f068,cremad,transformer,loso,0,68,success,,82,82
1114,cremad__transformer__loso__s0__f069,cremad,transformer,loso,0,69,success,,82,82
1115,cremad__transformer__loso__s0__f070,cremad,transformer,loso,0,70,success,,82,82
1116,cremad__transformer__loso__s0__f071,cremad,transformer,loso,0,71,success,,82,82
1117,cremad__transformer__loso__s0__f072,cremad,transformer,loso,0,72,success,,82,82
1118,cremad__transformer__loso__s0__f073,cremad,transformer,loso,0,73,success,,82,82
1119,cremad__transformer__loso__s0__f074,cremad,transformer,loso,0,74,success,,82,82
1120,cremad__transformer__loso__s0__f075,cremad,transformer,loso,0,75,success,,81,81
1121,cremad__transformer__loso__s0__f076,cremad,transformer,loso,0,76,success,,82,82
1122,cremad__transformer__loso__s0__f077,cremad,transformer,loso,0,77,success,,82,82
1123,cremad__transformer__loso__s0__f078,cremad,transformer,loso,0,78,success,,82,82
1124,cremad__transformer__loso__s0__f079,cremad,transformer,loso,0,79,success,,82,82
1125,cremad__transformer__loso__s0__f080,cremad,transformer,loso,0,80,success,,82,82
1126,cremad__transformer__loso__s0__f081,cremad,transformer,loso,0,81,success,,82,82
1127,cremad__transformer__loso__s0__f082,cremad,transformer,loso,0,82,success,,82,82
1128,cremad__transformer__loso__s0__f083,cremad,transformer,loso,0,83,success,,82,82
1129,cremad__transformer__loso__s0__f084,cremad,transformer,loso,0,84,success,,82,82
1130,cremad__transformer__loso__s0__f085,cremad,transformer,loso,0,85,success,,82,82
1131,cremad__transformer__loso__s0__f086,cremad,transformer,loso,0,86,success,,82,82
1132,cremad__transformer__loso__s0__f087,cremad,transformer,loso,0,87,success,,82,82
1133,cremad__transformer__loso__s0__f088,cremad,transformer,loso,0,88,success,,82,82
1134,cremad__transformer__loso__s0__f089,cremad,transformer,loso,0,89,success,,82,82
1135,cremad__transformer__loso__s0__f090,cremad,transformer,loso,0,90,success,,82,82
1136,cremad__transformer__loso__s1__f000,cremad,transformer,loso,1,0,success,,82,82
1137,cremad__transformer__loso__s1__f001,cremad,transformer,loso,1,1,success,,81,81
1138,cremad__transformer__loso__s1__f002,cremad,transformer,loso,1,2,success,,82,82
1139,cremad__transformer__loso__s1__f003,cremad,transformer,loso,1,3,success,,82,82
1140,cremad__transformer__loso__s1__f004,cremad,transformer,loso,1,4,success,,82,82
1141,cremad__transformer__loso__s1__f005,cremad,transformer,loso,1,5,success,,82,82
1142,cremad__transformer__loso__s1__f006,cremad,transformer,loso,1,6,success,,82,82
1143,cremad__transformer__loso__s1__f007,cremad,transformer,loso,1,7,success,,76,76
1144,cremad__transformer__loso__s1__f008,cremad,transformer,loso,1,8,success,,76,76
1145,cremad__transformer__loso__s1__f009,cremad,transformer,loso,1,9,success,,82,82
1146,cremad__transformer__loso__s1__f010,cremad,transformer,loso,1,10,success,,82,82
1147,cremad__transformer__loso__s1__f011,cremad,transformer,loso,1,11,success,,82,82
1148,cremad__transformer__loso__s1__f012,cremad,transformer,loso,1,12,success,,82,82
1149,cremad__transformer__loso__s1__f013,cremad,transformer,loso,1,13,success,,82,82
1150,cremad__transformer__loso__s1__f014,cremad,transformer,loso,1,14,success,,82,82
1151,cremad__transformer__loso__s1__f015,cremad,transformer,loso,1,15,success,,82,82
1152,cremad__transformer__loso__s1__f016,cremad,transformer,loso,1,16,success,,82,82
1153,cremad__transformer__loso__s1__f017,cremad,transformer,loso,1,17,success,,82,82
1154,cremad__transformer__loso__s1__f018,cremad,transformer,loso,1,18,success,,76,76
1155,cremad__transformer__loso__s1__f019,cremad,transformer,loso,1,19,success,,82,82
1156,cremad__transformer__loso__s1__f020,cremad,transformer,loso,1,20,success,,82,82
1157,cremad__transformer__loso__s1__f021,cremad,transformer,loso,1,21,success,,82,82
1158,cremad__transformer__loso__s1__f022,cremad,transformer,loso,1,22,success,,82,82
1159,cremad__transformer__loso__s1__f023,cremad,transformer,loso,1,23,success,,82,82
1160,cremad__transformer__loso__s1__f024,cremad,transformer,loso,1,24,success,,82,82
1161,cremad__transformer__loso__s1__f025,cremad,transformer,loso,1,25,success,,82,82
1162,cremad__transformer__loso__s1__f026,cremad,transformer,loso,1,26,success,,82,82
1163,cremad__transformer__loso__s1__f027,cremad,transformer,loso,1,27,success,,82,82
1164,cremad__transformer__loso__s1__f028,cremad,transformer,loso,1,28,success,,82,82
1165,cremad__transformer__loso__s1__f029,cremad,transformer,loso,1,29,success,,82,82
1166,cremad__transformer__loso__s1__f030,cremad,transformer,loso,1,30,success,,82,82
1167,cremad__transformer__loso__s1__f031,cremad,transformer,loso,1,31,success,,82,82
1168,cremad__transformer__loso__s1__f032,cremad,transformer,loso,1,32,success,,82,82
1169,cremad__transformer__loso__s1__f033,cremad,transformer,loso,1,33,success,,82,82
1170,cremad__transformer__loso__s1__f034,cremad,transformer,loso,1,34,success,,82,82
1171,cremad__transformer__loso__s1__f035,cremad,transformer,loso,1,35,success,,82,82
1172,cremad__transformer__loso__s1__f036,cremad,transformer,loso,1,36,success,,82,82
1173,cremad__transformer__loso__s1__f037,cremad,transformer,loso,1,37,success,,82,82
1174,cremad__transformer__loso__s1__f038,cremad,transformer,loso,1,38,success,,82,82
1175,cremad__transformer__loso__s1__f039,cremad,transformer,loso,1,39,success,,82,82
1176,cremad__transformer__loso__s1__f040,cremad,transformer,loso,1,40,success,,82,82
1177,cremad__transformer__loso__s1__f041,cremad,transformer,loso,1,41,success,,82,82
1178,cremad__transformer__loso__s1__f042,cremad,transformer,loso,1,42,success,,82,82
1179,cremad__transformer__loso__s1__f043,cremad,transformer,loso,1,43,success,,82,82
1180,cremad__transformer__loso__s1__f044,cremad,transformer,loso,1,44,success,,82,82
1181,cremad__transformer__loso__s1__f045,cremad,transformer,loso,1,45,success,,82,82
1182,cremad__transformer__loso__s1__f046,cremad,transformer,loso,1,46,success,,82,82
1183,cremad__transformer__loso__s1__f047,cremad,transformer,loso,1,47,success,,82,82
1184,cremad__transformer__loso__s1__f048,cremad,transformer,loso,1,48,success,,82,82
1185,cremad__transformer__loso__s1__f049,cremad,transformer,loso,1,49,success,,82,82
1186,cremad__transformer__loso__s1__f050,cremad,transformer,loso,1,50,success,,82,82
1187,cremad__transformer__loso__s1__f051,cremad,transformer,loso,1,51,success,,82,82
1188,cremad__transformer__loso__s1__f052,cremad,transformer,loso,1,52,success,,82,82
1189,cremad__transformer__loso__s1__f053,cremad,transformer,loso,1,53,success,,82,82
1190,cremad__transformer__loso__s1__f054,cremad,transformer,loso,1,54,success,,82,82
1191,cremad__transformer__loso__s1__f055,cremad,transformer,loso,1,55,success,,82,82
1192,cremad__transformer__loso__s1__f056,cremad,transformer,loso,1,56,success,,82,82
1193,cremad__transformer__loso__s1__f057,cremad,transformer,loso,1,57,success,,82,82
1194,cremad__transformer__loso__s1__f058,cremad,transformer,loso,1,58,success,,82,82
1195,cremad__transformer__loso__s1__f059,cremad,transformer,loso,1,59,success,,82,82
1196,cremad__transformer__loso__s1__f060,cremad,transformer,loso,1,60,success,,82,82
1197,cremad__transformer__loso__s1__f061,cremad,transformer,loso,1,61,success,,82,82
1198,cremad__transformer__loso__s1__f062,cremad,transformer,loso,1,62,success,,82,82
1199,cremad__transformer__loso__s1__f063,cremad,transformer,loso,1,63,success,,82,82
1200,cremad__transformer__loso__s1__f064,cremad,transformer,loso,1,64,success,,82,82
1201,cremad__transformer__loso__s1__f065,cremad,transformer,loso,1,65,success,,82,82
1202,cremad__transformer__loso__s1__f066,cremad,transformer,loso,1,66,success,,82,82
1203,cremad__transformer__loso__s1__f067,cremad,transformer,loso,1,67,success,,82,82
1204,cremad__transformer__loso__s1__f068,cremad,transformer,loso,1,68,success,,82,82
1205,cremad__transformer__loso__s1__f069,cremad,transformer,loso,1,69,success,,82,82
1206,cremad__transformer__loso__s1__f070,cremad,transformer,loso,1,70,success,,82,82
1207,cremad__transformer__loso__s1__f071,cremad,transformer,loso,1,71,success,,82,82
1208,cremad__transformer__loso__s1__f072,cremad,transformer,loso,1,72,success,,82,82
1209,cremad__transformer__loso__s1__f073,cremad,transformer,loso,1,73,success,,82,82
1210,cremad__transformer__loso__s1__f074,cremad,transformer,loso,1,74,success,,82,82
1211,cremad__transformer__loso__s1__f075,cremad,transformer,loso,1,75,success,,81,81
1212,cremad__transformer__loso__s1__f076,cremad,transformer,loso,1,76,success,,82,82
1213,cremad__transformer__loso__s1__f077,cremad,transformer,loso,1,77,success,,82,82
1214,cremad__transformer__loso__s1__f078,cremad,transformer,loso,1,78,success,,82,82
1215,cremad__transformer__loso__s1__f079,cremad,transformer,loso,1,79,success,,82,82
1216,cremad__transformer__loso__s1__f080,cremad,transformer,loso,1,80,success,,82,82
1217,cremad__transformer__loso__s1__f081,cremad,transformer,loso,1,81,success,,82,82
1218,cremad__transformer__loso__s1__f082,cremad,transformer,loso,1,82,success,,82,82
1219,cremad__transformer__loso__s1__f083,cremad,transformer,loso,1,83,success,,82,82
1220,cremad__transformer__loso__s1__f084,cremad,transformer,loso,1,84,success,,82,82
1221,cremad__transformer__loso__s1__f085,cremad,transformer,loso,1,85,success,,82,82
1222,cremad__transformer__loso__s1__f086,cremad,transformer,loso,1,86,success,,82,82
1223,cremad__transformer__loso__s1__f087,cremad,transformer,loso,1,87,success,,82,82
1224,cremad__transformer__loso__s1__f088,cremad,transformer,loso,1,88,success,,82,82
1225,cremad__transformer__loso__s1__f089,cremad,transformer,loso,1,89,success,,82,82
1226,cremad__transformer__loso__s1__f090,cremad,transformer,loso,1,90,success,,82,82
1227,cremad__transformer__loso__s2__f000,cremad,transformer,loso,2,0,success,,82,82
1228,cremad__transformer__loso__s2__f001,cremad,transformer,loso,2,1,success,,81,81
1229,cremad__transformer__loso__s2__f002,cremad,transformer,loso,2,2,success,,82,82
1230,cremad__transformer__loso__s2__f003,cremad,transformer,loso,2,3,success,,82,82
1231,cremad__transformer__loso__s2__f004,cremad,transformer,loso,2,4,success,,82,82
1232,cremad__transformer__loso__s2__f005,cremad,transformer,loso,2,5,success,,82,82
1233,cremad__transformer__loso__s2__f006,cremad,transformer,loso,2,6,success,,82,82
1234,cremad__transformer__loso__s2__f007,cremad,transformer,loso,2,7,success,,76,76
1235,cremad__transformer__loso__s2__f008,cremad,transformer,loso,2,8,success,,76,76
1236,cremad__transformer__loso__s2__f009,cremad,transformer,loso,2,9,success,,82,82
1237,cremad__transformer__loso__s2__f010,cremad,transformer,loso,2,10,success,,82,82
1238,cremad__transformer__loso__s2__f011,cremad,transformer,loso,2,11,success,,82,82
1239,cremad__transformer__loso__s2__f012,cremad,transformer,loso,2,12,success,,82,82
1240,cremad__transformer__loso__s2__f013,cremad,transformer,loso,2,13,success,,82,82
1241,cremad__transformer__loso__s2__f014,cremad,transformer,loso,2,14,success,,82,82
1242,cremad__transformer__loso__s2__f015,cremad,transformer,loso,2,15,success,,82,82
1243,cremad__transformer__loso__s2__f016,cremad,transformer,loso,2,16,success,,82,82
1244,cremad__transformer__loso__s2__f017,cremad,transformer,loso,2,17,success,,82,82
1245,cremad__transformer__loso__s2__f018,cremad,transformer,loso,2,18,success,,76,76
1246,cremad__transformer__loso__s2__f019,cremad,transformer,loso,2,19,success,,82,82
1247,cremad__transformer__loso__s2__f020,cremad,transformer,loso,2,20,success,,82,82
1248,cremad__transformer__loso__s2__f021,cremad,transformer,loso,2,21,success,,82,82
1249,cremad__transformer__loso__s2__f022,cremad,transformer,loso,2,22,success,,82,82
1250,cremad__transformer__loso__s2__f023,cremad,transformer,loso,2,23,success,,82,82
1251,cremad__transformer__loso__s2__f024,cremad,transformer,loso,2,24,success,,82,82
1252,cremad__transformer__loso__s2__f025,cremad,transformer,loso,2,25,success,,82,82
1253,cremad__transformer__loso__s2__f026,cremad,transformer,loso,2,26,success,,82,82
1254,cremad__transformer__loso__s2__f027,cremad,transformer,loso,2,27,success,,82,82
1255,cremad__transformer__loso__s2__f028,cremad,transformer,loso,2,28,success,,82,82
1256,cremad__transformer__loso__s2__f029,cremad,transformer,loso,2,29,success,,82,82
1257,cremad__transformer__loso__s2__f030,cremad,transformer,loso,2,30,success,,82,82
1258,cremad__transformer__loso__s2__f031,cremad,transformer,loso,2,31,success,,82,82
1259,cremad__transformer__loso__s2__f032,cremad,transformer,loso,2,32,success,,82,82
1260,cremad__transformer__loso__s2__f033,cremad,transformer,loso,2,33,success,,82,82
1261,cremad__transformer__loso__s2__f034,cremad,transformer,loso,2,34,success,,82,82
1262,cremad__transformer__loso__s2__f035,cremad,transformer,loso,2,35,success,,82,82
1263,cremad__transformer__loso__s2__f036,cremad,transformer,loso,2,36,success,,82,82
1264,cremad__transformer__loso__s2__f037,cremad,transformer,loso,2,37,success,,82,82
1265,cremad__transformer__loso__s2__f038,cremad,transformer,loso,2,38,success,,82,82
1266,cremad__transformer__loso__s2__f039,cremad,transformer,loso,2,39,success,,82,82
1267,cremad__transformer__loso__s2__f040,cremad,transformer,loso,2,40,success,,82,82
1268,cremad__transformer__loso__s2__f041,cremad,transformer,loso,2,41,success,,82,82
1269,cremad__transformer__loso__s2__f042,cremad,transformer,loso,2,42,success,,82,82
1270,cremad__transformer__loso__s2__f043,cremad,transformer,loso,2,43,success,,82,82
1271,cremad__transformer__loso__s2__f044,cremad,transformer,loso,2,44,success,,82,82
1272,cremad__transformer__loso__s2__f045,cremad,transformer,loso,2,45,success,,82,82
1273,cremad__transformer__loso__s2__f046,cremad,transformer,loso,2,46,success,,82,82
1274,cremad__transformer__loso__s2__f047,cremad,transformer,loso,2,47,success,,82,82
1275,cremad__transformer__loso__s2__f048,cremad,transformer,loso,2,48,success,,82,82
1276,cremad__transformer__loso__s2__f049,cremad,transformer,loso,2,49,success,,82,82
1277,cremad__transformer__loso__s2__f050,cremad,transformer,loso,2,50,success,,82,82
1278,cremad__transformer__loso__s2__f051,cremad,transformer,loso,2,51,success,,82,82
1279,cremad__transformer__loso__s2__f052,cremad,transformer,loso,2,52,success,,82,82
